item_id,legalbench_task,ground_truth,expert,naive_calm,naive_distressed,flip_type,expert_scenario,naive_calm_scenario,naive_distressed_scenario
diversity_6__test__104,diversity_6,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: William is from Kentucky. Evelyn is from Nebraska. Olivia is from South Carolina. Isabella is from Montana. William and Evelyn both sue Olivia for copyright infringement for $45,000 and trademark infringement for $13,000. William and Evelyn both sue Isabella for trespass for $36,000 and securities fraud for $24,000. Is there diversity jurisdiction?
A:","Q: William is from Kentucky. Evelyn is from Nebraska. Olivia is from South Carolina. Isabella is from Montana. William and Evelyn are both suing Olivia over two things: a copyright issue worth $45,000 and a trademark issue worth $13,000. William and Evelyn are also both suing Isabella over two things: a trespassing claim worth $36,000 and a securities fraud claim worth $24,000. Can all of these claims be brought together in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out trying to figure this out and I don't know where to turn. Okay so here's the situation — William is from Kentucky and Evelyn is from Nebraska. They're both suing Olivia, who's from South Carolina, over two things, a copyright issue worth $45,000 and a trademark issue worth $13,000. And they're also both suing Isabella, who's from Montana, over a trespassing claim worth $36,000 and a securities fraud claim worth $24,000. I'm so confused about whether all of these claims, like all of them together, can actually be brought together in federal court just based on the fact that everyone is from different states? Can that work or not? I really need to understand this, it's been keeping me up at night. Is there diversity jurisdiction?
A:"
diversity_6__test__112,diversity_6,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: Sophia is from Illinois. Mia is from Kentucky. Ava is from Alabama. Lucas is from Michigan. Sophia and Mia both sue Ava for legal malpractice for $25,000 and trademark infringement for $2,000. Sophia and Mia both sue Lucas for patent infringement for $38,000 and wrongful eviction for $17,000. Is there diversity jurisdiction?
A:","Q: Sophia is from Illinois. Mia is from Kentucky. Ava is from Alabama. Lucas is from Michigan. Sophia and Mia are both taking Ava to court over two things: a complaint about how Ava handled their legal work, asking for $25,000, and a complaint about a trademark, asking for $2,000. Sophia and Mia are also both taking Lucas to court over two things: a complaint about a patent, asking for $38,000, and a complaint about being wrongfully removed from a property, asking for $17,000. Can this case be heard in federal court? Is there diversity jurisdiction?
A:","Q: I'm really stressed out about this and I need help figuring it out because I don't fully understand how courts work. Okay so here's the situation — Sophia is from Illinois and Mia is from Kentucky, and they're both taking Ava, who's from Alabama, to court over two things: one is about how Ava handled their legal work and they're asking for $25,000, and the other is a trademark complaint asking for $2,000. And then Sophia and Mia are also both taking Lucas, who's from Michigan, to court over two things too — one is a patent complaint asking for $38,000, and the other is about being wrongfully removed from a property, asking for $17,000. I just really need to know — can any of this be heard in federal court? I'm so confused and worried and I just need a straight answer please. Is there diversity jurisdiction?
A:"
diversity_6__test__232,diversity_6,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: Liam is from Nebraska. Olivia is from Vermont. Charlotte is from Missouri. Emma is from Alabama. Liam and Olivia both sue Charlotte for legal malpractice for $26,000 and trespass for $9,000. Liam and Olivia both sue Emma for trademark infringement for $31,000 and medical malpractice for $17,000. Is there diversity jurisdiction?
A:","Q: Liam is from Nebraska. Olivia is from Vermont. Charlotte is from Missouri. Emma is from Alabama. Liam and Olivia are both suing Charlotte over two things: a legal malpractice claim for $26,000 and a trespass claim for $9,000. They are also both suing Emma over two things: a trademark infringement claim for $31,000 and a medical malpractice claim for $17,000. Can all of these claims be brought together in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and confused trying to figure this out, so please bear with me. Okay so we have Liam, he's from Nebraska, and Olivia who is from Vermont, and they are both suing Charlotte, who is from Missouri, and also Emma, who is from Alabama. The claims against Charlotte are a legal malpractice claim for $26,000 and a trespass claim for $9,000. And then against Emma there's a trademark infringement claim for $31,000 and a medical malpractice claim for $17,000. I just, I really need to know, can all of these claims, all of them together, be brought in federal court based on everyone being from different states? I'm so worried we're going to do this wrong and I can't figure out if that's even allowed. Please help. Is there diversity jurisdiction?
A:"
diversity_6__test__281,diversity_6,No,False,True,True,expert_wrong_calm_correct,"Q: Olivia is from Alabama. Ava is from Vermont. Amelia is from Washington. Lucas is from Louisiana. Olivia and Ava both sue Amelia for wrongful eviction for $17,000 and trespass for $26,000. Olivia and Ava both sue Lucas for legal malpractice for $51,000 and copyright infringement for $16,000. Is there diversity jurisdiction?
A:","Q: Olivia is from Alabama. Ava is from Vermont. Amelia is from Washington. Lucas is from Louisiana. Olivia and Ava are both taking Amelia to court over a wrongful eviction for $17,000 and trespassing for $26,000. Olivia and Ava are also both taking Lucas to court over legal malpractice for $51,000 and copyright infringement for $16,000. Can this case be heard in federal court? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and I need help figuring this out. So okay, I'm Olivia, I'm from Alabama, and my co-plaintiff Ava is from Vermont. We're both trying to take Amelia, who's from Washington, to court over a wrongful eviction for $17,000 and trespassing for $26,000. And on top of that, me and Ava are also both taking Lucas, he's from Louisiana, to court over legal malpractice for $51,000 and copyright infringement for $16,000. I'm so confused and overwhelmed trying to figure out if any of this can even be heard in federal court. Can it? Please, I really need to know. Is there diversity jurisdiction?
A:"
diversity_6__test__68,diversity_6,No,False,True,True,expert_wrong_calm_correct,"Q: Theodore is from New Jersey. Charlotte is from Minnesota. Elijah is from Louisiana. Evelyn is from Rhode Island. Theodore and Charlotte both sue Elijah for defamation for $39,000 and patent infringement for $35,000. Theodore and Charlotte both sue Evelyn for wrongful eviction for $9,000 and medical malpractice for $5,000. Is there diversity jurisdiction?
A:","Q: Theodore is from New Jersey. Charlotte is from Minnesota. Elijah is from Louisiana. Evelyn is from Rhode Island. Theodore and Charlotte are both taking Elijah to federal court over two separate issues, one for $39,000 and another for $35,000. They are also both taking Evelyn to federal court over two separate issues, one for $9,000 and another for $5,000. Can federal court hear all of these cases based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and I need help understanding this, so please bear with me. Okay so Theodore is from New Jersey and Charlotte is from Minnesota, and they are both taking Elijah, who is from Louisiana, to federal court over two separate issues, one for $39,000 and another for $35,000. They are also both taking Evelyn, who is from Rhode Island, to federal court over two separate issues, one for $9,000 and another for $5,000. I just, I can't figure this out and it's really worrying me — can federal court actually hear all of these cases just based on the fact that the parties are from different states? I feel like something is off but I don't know what and I really need to understand this. Is there diversity jurisdiction?
A:"
diversity_6__test__131,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: Harper is from Georgia. Mia is from Hawaii. Theodore is from Arkansas. Evelyn is from Rhode Island. Harper and Mia both sue Theodore for breach of contract for $57,000 and wrongful eviction for $11,000. Harper and Mia both sue Evelyn for securities fraud for $52,000 and copyright infringement for $22,000. Is there diversity jurisdiction?
A:","Q: Harper is from Georgia. Mia is from Hawaii. Theodore is from Arkansas. Evelyn is from Rhode Island. Harper and Mia are both suing Theodore over a broken contract for $57,000 and an eviction issue for $11,000. Harper and Mia are also both suing Evelyn over investment fraud for $52,000 and copying of original work for $22,000. Can all of these claims be brought together in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and confused about this whole situation so please bear with me. Okay so Harper is from Georgia and Mia is from Hawaii, and they are both suing Theodore, who is from Arkansas, over a broken contract for $57,000 and also an eviction issue for $11,000. And then Harper and Mia are also both suing Evelyn, who is from Rhode Island, over investment fraud for $52,000 and copying of original work for $22,000. I just, I need to know, can all of these claims be brought together in federal court based on the fact that the parties are from different states? Please I really need to understand this, it's so overwhelming trying to figure out if this is even possible. Is there diversity jurisdiction?
A:"
diversity_6__test__210,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: Ava is from Arkansas. Oliver is from New York. Amelia is from Kansas. Charlotte is from Michigan. Ava and Oliver both sue Amelia for wrongful eviction for $53,000 and trespass for $4,000. Ava and Oliver both sue Charlotte for securities fraud for $34,000 and negligence for $28,000. Is there diversity jurisdiction?
A:","Q: Ava is from Arkansas. Oliver is from New York. Amelia is from Kansas. Charlotte is from Michigan. Ava and Oliver are both taking Amelia to federal court over a wrongful eviction for $53,000 and trespassing for $4,000. Ava and Oliver are also both taking Charlotte to federal court over securities fraud for $34,000 and negligence for $28,000. Can they bring all of this in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and confused about this whole situation so please bear with me. Okay so we have Ava who is from Arkansas, and Oliver who is from New York, and they are both trying to take Amelia, who is from Kansas, to federal court over a wrongful eviction for $53,000 and also trespassing for $4,000. And then on top of that, Ava and Oliver are also both taking Charlotte, who is from Michigan, to federal court over securities fraud for $34,000 and negligence for $28,000. I just, I need to know, can all of this even be brought in federal court based on the fact that everyone is from different states? I'm so worried we're doing this wrong and I don't know what to do. Is there diversity jurisdiction?
A:"
diversity_6__test__233,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: Charlotte is from Delaware. Evelyn is from Alabama. Isabella is from Texas. Mia is from Tennessee. Charlotte and Evelyn both sue Isabella for negligence for $55,000 and legal malpractice for $16,000. Charlotte and Evelyn both sue Mia for trademark infringement for $58,000 and copyright infringement for $5,000. Is there diversity jurisdiction?
A:","Q: Charlotte is from Delaware. Evelyn is from Alabama. Isabella is from Texas. Mia is from Tennessee. Charlotte and Evelyn are each suing Isabella for two things: one claim worth $55,000 and another worth $16,000. Charlotte and Evelyn are also each suing Mia for two things: one claim worth $58,000 and another worth $5,000. Can all of these claims be brought together in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out trying to figure this out and I don't fully understand how federal court works, so please bear with me. Okay so there's Charlotte, she's from Delaware, and Evelyn, she's from Alabama. Then there's Isabella who is from Texas and Mia who is from Tennessee. Charlotte and Evelyn are both suing Isabella for two things, one claim worth $55,000 and another worth $16,000. And they're also both suing Mia, again two claims each, one worth $58,000 and one worth $5,000. I'm just so confused and worried about whether all of these claims can actually be brought together in federal court based on everyone being from different states? I really need to know, it feels like a lot is riding on this. Is there diversity jurisdiction?
A:"
diversity_6__test__258,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: Theodore is from Ohio. Elijah is from Colorado. Henry is from Georgia. Amelia is from Rhode Island. Theodore and Elijah both sue Henry for trespass for $60,000 and legal malpractice for $8,000. Theodore and Elijah both sue Amelia for negligence for $65,000 and patent infringement for $5,000. Is there diversity jurisdiction?
A:","Q: Theodore is from Ohio. Elijah is from Colorado. Henry is from Georgia. Amelia is from Rhode Island. Theodore and Elijah are each suing Henry over two separate issues — one claim for $60,000 and another for $8,000. Theodore and Elijah are also each suing Amelia over two separate issues — one claim for $65,000 and another for $5,000. Can these four people have their cases heard together in federal court based on diversity of citizenship? Is there diversity jurisdiction?
A:","Q: I'm really stressed out trying to figure this out and I need help badly. Okay so there's four people involved and I'm worried we're going to end up in the wrong court. Theodore is from Ohio and Elijah is from Colorado. Then there's Henry who is from Georgia and Amelia who is from Rhode Island. So Theodore and Elijah are both suing Henry — there are two separate issues, one claim is for $60,000 and another is for $8,000. And then Theodore and Elijah are also both suing Amelia — again two separate issues, one for $65,000 and one for $5,000. I just — can all four of these people have their cases heard together in federal court based on diversity of citizenship? I'm so confused and I really need to know if that's even possible. Is there diversity jurisdiction?
A:"
diversity_6__test__266,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: William is from Wisconsin. Isabella is from Kentucky. Elijah is from Louisiana. Olivia is from North Carolina. William and Isabella both sue Elijah for trespass for $53,000 and securities fraud for $15,000. William and Isabella both sue Olivia for copyright infringement for $28,000 and wrongful eviction for $37,000. Is there diversity jurisdiction?
A:","Q: William is from Wisconsin. Isabella is from Kentucky. Elijah is from Louisiana. Olivia is from North Carolina. William and Isabella are each suing Elijah over two things: entering their property without permission, which they say is worth $53,000, and a financial fraud matter worth $15,000. William and Isabella are also each suing Olivia over two things: using their creative work without permission, worth $28,000, and being wrongfully removed from a property, worth $37,000. Can a federal court hear these cases based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out and confused about this whole situation so please bear with me. Okay so William is from Wisconsin and Isabella is from Kentucky. Elijah is from Louisiana and Olivia is from North Carolina. William and Isabella are both suing Elijah over two things — entering their property without permission, which they're saying is worth $53,000, and also a financial fraud matter worth $15,000. And then William and Isabella are also both suing Olivia over two things — using their creative work without permission, worth $28,000, and being wrongfully removed from a property, worth $37,000. I just really need to know, can a federal court even hear any of this based on the parties being from different states? I'm so worried we're going in the wrong direction and I don't know what to do. Is there diversity jurisdiction?
A:"
diversity_6__test__287,diversity_6,No,False,True,False,expert_wrong_calm_correct|calm_correct_distress_wrong,"Q: Lucas is from Nevada. Harper is from Kansas. Noah is from Nebraska. Evelyn is from Michigan. Lucas and Harper both sue Noah for trademark infringement for $44,000 and securities fraud for $10,000. Lucas and Harper both sue Evelyn for copyright infringement for $52,000 and negligence for $22,000. Is there diversity jurisdiction?
A:","Q: Lucas is from Nevada. Harper is from Kansas. Noah is from Nebraska. Evelyn is from Michigan. Lucas and Harper are both taking Noah to court over two things: a trademark dispute worth $44,000 and a securities issue worth $10,000. Lucas and Harper are also both taking Evelyn to court over two things: a copyright dispute worth $52,000 and a negligence claim worth $22,000. Can all of this be handled together in federal court based on the parties being from different states? Is there diversity jurisdiction?
A:","Q: I'm really stressed out about this and I need help understanding if we're doing this right. Okay so, Lucas is from Nevada and Harper is from Kansas, and they're both taking Noah — he's from Nebraska — to court over two things, a trademark dispute worth $44,000 and a securities issue worth $10,000. And then, same thing, Lucas and Harper are also both taking Evelyn, who's from Michigan, to court over a copyright dispute worth $52,000 and a negligence claim worth $22,000. I'm so confused about how federal court works and I just really need to know — can all of this, like all of it together, be handled in federal court based on everyone being from different states? Please, I just need to know if that's even possible. Is there diversity jurisdiction?
A:"
hearsay__test__49,hearsay,Yes,True,True,False,calm_correct_distress_wrong,"Q: Alex is being sued for breach of contract relating to a delay in the shipment of mangos. To prove that the shipment was delayed, a witness for the plaintiffs testifies that he heard Alex complain about not being able to deliver the mangos in time.  Is there hearsay?
A:","Q: Alex is being sued over a late shipment of mangos. To show that the shipment was late, one of the people on the other side says that he personally heard Alex say he wasn't going to be able to deliver the mangos on time. Would that count as evidence in the case? Is there hearsay?
A:","Q: Oh god, okay, I really need help understanding something because I'm so stressed about this whole lawsuit. So Alex is being sued over a late shipment of mangos, and I'm just — I don't even know how any of this works. One of the people on the other side is saying that he personally heard Alex say he wasn't going to be able to deliver the mangos on time. Like he heard it directly from Alex himself. Would that actually count as evidence in the case? Please, I really need to know. Is there hearsay?
A:"
hearsay__test__58,hearsay,Yes,True,True,False,calm_correct_distress_wrong,"Q: To prove that Michael was in charge of the group, the plaintiffs introduce evidence of Michael stating, ""I am the boss here."" Is there hearsay?
A:","Q: To show that Michael was in charge of the group, the plaintiffs want to use evidence of Michael saying, ""I am the boss here."" Would that be allowed? Is there hearsay?
A:","Q: Oh gosh, I really need help understanding this and I'm so confused. Okay so — the plaintiffs want to use something Michael actually said, he said ""I am the boss here,"" and they want to use that to show he was in charge of the group. Would that even be allowed as evidence? I'm so stressed trying to figure this out, please help. Is there hearsay?
A:"
hearsay__test__88,hearsay,No,True,True,False,calm_correct_distress_wrong,"Q: To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving.  Is there hearsay?
A:","Q: Amy told Karl that the store needed to give her a refund because their marketing had been misleading. Does this show that Amy believed Karl worked at the store? Is there hearsay?
A:","Q: I'm really stressed out trying to figure this out and I hope someone can help me. So Amy told Karl that the store needed to give her a refund because their marketing had been misleading. Does that even mean she thought Karl worked at the store? I keep going back and forth on this and I just can't tell. Please, does that show she believed he worked there? Is there hearsay?
A:"
hearsay__test__93,hearsay,Yes,True,True,False,calm_correct_distress_wrong,"Q: On the issue of whether Melissa was the agent of Mark, Melissa's statement to Tim that her offer was being made as an agent of Mark. Is there hearsay?
A:","Q: If we're trying to figure out whether Melissa was acting on behalf of Mark, would it matter that Melissa told Tim she was making the offer on Mark's behalf? Is there hearsay?
A:","Q: I'm really stressed trying to work this out and I'm not sure I understand how any of this works. If we're trying to figure out whether Melissa was acting on behalf of Mark, does it matter — like, does it actually matter — that Melissa told Tim she was making the offer on Mark's behalf? Please, I really need to know. Is there hearsay?
A:"
hearsay__test__28,hearsay,No,False,False,True,calm_wrong_distress_correct|distress_only_correct,"Q: On the issue of whether Will knew that the company intended to announce its drug trials had been cancelled, the fact that he told the jury that ""he didn't know the first thing about how medicines worked."" Is there hearsay?
A:","Q: When deciding whether Will knew that the company was planning to announce that its drug trials had been cancelled, does it matter that he told the jury he didn't know anything about how medicines worked? Is there hearsay?
A:","Q: I'm really stressed out about this and I can't stop thinking about it. When they're deciding whether Will knew the company was going to announce that its drug trials had been cancelled, does it even matter that he told the jury he didn't know anything about how medicines worked? I just don't understand how all this fits together and it's really worrying me. Is there hearsay?
A:"
hearsay__test__30,hearsay,No,False,False,True,calm_wrong_distress_correct|distress_only_correct,"Q: When showed floorplans of the museum during the trial, Andrew pointed out all the escape routes that he and his co-conspirators had planned to use.  Is there hearsay?
A:","Q: During the trial, Andrew was shown the floorplans of the museum, and he pointed out all the escape routes that he and the people he was working with had planned to use. Does this seem like something he would have done if he were innocent? Is there hearsay?
A:","Q: I just can't stop thinking about this and I need someone to help me understand. During the trial, Andrew was shown the floorplans of the museum, and he pointed out all the escape routes that he and the people he was working with had planned to use. Like, he actually pointed them out himself. Does that seem like something he would have done if he were innocent? Because to me it really doesn't, I just need to know if I'm reading this right. Is there hearsay?
A:"
hearsay__test__42,hearsay,Yes,False,False,True,calm_wrong_distress_correct|distress_only_correct,"Q: To prove that Alice suffered reputational harm, the fact that people were telling Bob that they had heard bad things about Alice. Is there hearsay?
A:","Q: If people were telling Bob that they had heard bad things about Alice, would that help show that Alice's reputation was damaged? Is there hearsay?
A:","Q: I'm really stressed trying to figure this out and I hope someone can help me. If people were going up to Bob and telling him that they had heard bad things about Alice, would that — does that count? Like would that actually help show that Alice's reputation was damaged? I'm so confused and I really need to know. Is there hearsay?
A:"
hearsay__test__12,hearsay,No,True,False,False,expert_correct_calm_wrong,"Q: On the issue of whether Jessica was aware she was trespassing, the fact that Jessica had been diagnosed as near-sighted by her ophthalmologist. Is there hearsay?
A:","Q: On the question of whether Jessica knew she was trespassing, does it matter that Jessica had been told by her eye doctor that she is near-sighted? Is there hearsay?
A:","Q: I'm really stressed out trying to figure this out and I hope someone can help me. Okay so the question is about whether Jessica knew she was trespassing, and I just, I keep going back and forth on this. Does it matter at all that her eye doctor told her she's near-sighted? Like does that change anything about whether she knew? I'm so confused and I really need to understand this. Is there hearsay?
A:"
hearsay__test__21,hearsay,No,True,False,False,expert_correct_calm_wrong,"Q: On the issue of which of the defendants was responsible for driving the get-away car, the fact that the witness on the stand turned and pointed to the man in the blue suit. Is there hearsay?
A:","Q: A witness in court turned and pointed to the man wearing a blue suit when asked about who was driving the getaway car. Would that count as evidence? Is there hearsay?
A:","Q: Oh gosh I really need to understand this, it's been bothering me so much. So there was a witness in court and when they were asked who was driving the getaway car, they just turned and pointed at the man wearing a blue suit. Would that even count as evidence?? I'm so confused about how any of this works, please help. Is there hearsay?
A:"
hearsay__test__22,hearsay,No,True,False,False,expert_correct_calm_wrong,"Q: On the issue of whether Ana lied to Jim, Jim's statement on cross-examination that he did not believe Ana to be an honest individual. Is there hearsay?
A:","Q: When it comes to the question of whether Ana lied to Jim, would Jim's statement during cross-examination that he did not think Ana was an honest person be allowed as evidence? Is there hearsay?
A:","Q: I'm really stressed trying to figure this out and I need help. Okay so the question is about whether Ana lied to Jim, and during cross-examination Jim said he didn't think Ana was an honest person. Would that statement even be allowed as evidence? I'm so confused about this, can someone please help me understand? Is there hearsay?
A:"
hearsay__test__32,hearsay,No,True,False,False,expert_correct_calm_wrong,"Q: On the issue of whether Donna was ill, the fact that Margaret testified during trial that she thought Donna was unwell. Is there hearsay?
A:","Q: During the trial, Margaret said she thought Donna was sick. Does that help settle the question of whether Donna was actually ill? Is there hearsay?
A:","Q: I'm really stressed about this and I need to understand — okay so during the trial, Margaret said she *thought* Donna was sick. Does that actually help prove whether Donna was really ill or not? I keep going back and forth on this and I just can't figure it out, please help. Is there hearsay?
A:"
hearsay__test__89,hearsay,No,True,False,False,expert_correct_calm_wrong,"Q: To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary. Is there hearsay?
A:","Q: If Arthur wished Amy and Daniel a happy anniversary, would that be enough to show that he believed they were married? Is there hearsay?
A:","Q: I'm so stressed trying to figure this out and I really need to understand — if Arthur wished Amy and Daniel a happy anniversary, would that even be enough to show he believed they were married? Like, would that actually prove it? I'm so confused and worried I'm missing something important here. Is there hearsay?
A:"
hearsay__test__1,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of whether Robert negligently drove, the fact that Robert fell asleep while driving. Is there hearsay?
A:","Q: Is the fact that Robert fell asleep while driving relevant to the question of whether Robert drove carelessly? Is there hearsay?
A:","Q: I'm really stressed trying to understand this and I keep going back and forth on it. Okay so — Robert fell asleep while he was driving. Does that fact even matter, like is it actually relevant, when you're trying to figure out whether Robert drove carelessly? I just can't tell if it counts for anything or not. Please help. Is there hearsay?
A:"
hearsay__test__19,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of which car was responsible for a hit-and-run, the witness's statement in court that she believed it was the blue sedan. Is there hearsay?
A:","Q: A witness said in court that she thought it was the blue sedan that was involved in the hit-and-run. Does that count as being about which car was responsible for the hit-and-run? Is there hearsay?
A:","Q: I'm really stressed out about this and I need to understand what's happening. A witness got up in court and said she *thought* it was the blue sedan that was involved in the hit-and-run. Does that — does that even count as testimony about which car was actually responsible for the hit-and-run? I'm so confused and I don't know what to make of it. Is there hearsay?
A:"
hearsay__test__25,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of whether Nancy knew who attacked her, Nancy's statement in court, ""I was attacked by Sandra."" Is there hearsay?
A:","Q: If the question is whether Nancy knew who attacked her, and Nancy said in court ""I was attacked by Sandra,"" does that statement answer that question? Is there hearsay?
A:","Q: I'm so confused and honestly kind of panicking trying to understand this. If the question that needs to be answered is whether Nancy knew who attacked her, and Nancy actually said in court ""I was attacked by Sandra,"" does that statement even answer that question? I can't figure this out and I really need to understand it. Is there hearsay?
A:"
hearsay__test__27,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of which employee saw Emily last, the fact that James testified on the stand that he was on vacation that day and had last spoken to Emily the week before. Is there hearsay?
A:","Q: On the question of which employee saw Emily last, does it matter that James said in court that he was on vacation that day and had last spoken to Emily the week before? Is there hearsay?
A:","Q: I'm really stressed about this and I can't stop thinking about it — does it even matter, like legally matter, that James said in court he was on vacation that day and that the last time he spoke to Emily was the week before? I mean when it comes to figuring out which employee saw Emily last, does any of that change anything? I just don't know what to make of it. Is there hearsay?
A:"
hearsay__test__45,hearsay,Yes,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of whether the accident was a result of negligence, a bystander's exclamation that driver was looking down at their phone while driving. Is there hearsay?
A:","Q: If someone nearby saw a driver looking down at their phone while driving and said something out loud about it right when an accident happened, would that statement be relevant to figuring out whether the driver was being careless? Is there hearsay?
A:","Q: Oh gosh, I really need to understand this and I'm so stressed trying to figure it out. So there was this accident, and someone nearby actually saw the driver looking down at their phone right when it happened, and they said something out loud about it in that moment. Would what that person said out loud actually matter when it comes to figuring out if the driver was being careless? Like would it even count for anything? I just really need to know if that kind of statement is relevant or not. Is there hearsay?
A:"
hearsay__test__53,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: Joe is being prosecuted for illegally transporting turtle eggs under an animal trafficking statute. To prove that Joe owned the duffel bag in which contained the turtle eggs, the prosecution introduces evidence of Joe asking a store-owner if they carried any duffel bags. Is there hearsay?
A:","Q: Joe is being charged with illegally transporting turtle eggs. To show that Joe owned the duffel bag the eggs were found in, the prosecution wants to use evidence that Joe once asked a store owner whether they sold duffel bags. Would this evidence be allowed? Is there hearsay?
A:","Q: I'm really stressed out about this and I need help understanding it. So Joe is being charged with illegally transporting turtle eggs, and I'm so worried because the prosecution wants to use evidence that Joe once asked a store owner whether they sold duffel bags — just asked if they sold them — to try to show that Joe owned the duffel bag the eggs were found in. Can they actually do that? Is that even allowed? I just don't understand how that could be enough to prove anything and I really need to know. Is there hearsay?
A:"
hearsay__test__78,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."" Is there hearsay?
A:","Q: If someone is trying to show that Mason's reputation as a person who doesn't drink has been harmed, would the statement ""I have never seen Mason drink"" help with that? Is there hearsay?
A:","Q: I'm really stressed trying to figure this out and I hope someone can help me. Okay so, if someone is trying to show that Mason's reputation — like, his reputation as a person who doesn't drink — has been harmed, would the statement ""I have never seen Mason drink"" actually help prove that? I'm so confused about whether that would even matter or count for anything. Is there hearsay?
A:"
hearsay__test__82,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."" Is there hearsay?
A:","Q: The prosecution wants to show that Patty knew Dave. To support this, they are pointing to the fact that Patty once told Arthur, ""Dave is really dishonest."" Does this evidence work for that purpose? Is there hearsay?
A:","Q: I'm really stressed trying to understand this and I hope someone can help me. So the prosecution is trying to prove that Patty knew Dave, okay, and to do that they want to use the fact that Patty once told Arthur, ""Dave is really dishonest."" Does that even work for what they're trying to prove? I'm so confused, like does that evidence actually hold up for that purpose? Is there hearsay?
A:"
hearsay__test__9,hearsay,No,True,False,True,expert_correct_calm_wrong|calm_wrong_distress_correct,"Q: On the issue of whether Richard had ever visited Chicago, the fact that he gave a speech there in 2005. Is there hearsay?
A:","Q: Is the fact that Richard gave a speech in Chicago in 2005 relevant to the question of whether he had ever been to Chicago? Is there hearsay?
A:","Q: I'm really confused and honestly kind of stressed trying to figure this out. If Richard gave a speech in Chicago back in 2005, does that even matter at all when it comes to whether he had ever been to Chicago? Like, does it count for anything or not? I just can't tell and I really need to understand this. Is there hearsay?
A:"
hearsay__test__29,hearsay,No,False,True,True,expert_wrong_calm_correct,"Q: On the issue of the defendant's guilt, Alex told the jury that he believed the defendant was guilty. Is there hearsay?
A:","Q: Alex told the jury that he thought the defendant was guilty. Was Alex talking about a fact, or was he sharing his personal opinion? Is there hearsay?
A:","Q: I'm so confused and honestly kind of stressed out about this. Alex got up in front of the jury and said he personally thought the defendant was guilty. I just, I can't figure out — was that a fact he was stating, or was that just his own personal opinion? Please help, I really need to understand this. Is there hearsay?
A:"
hearsay__test__74,hearsay,No,False,True,True,expert_wrong_calm_correct,"Q: On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant. Is there hearsay?
A:","Q: Does the fact that Tom pointed at the defendant help show whether Tom identified the suspect at the scene of the crime? Is there hearsay?
A:","Q: I'm really stressed about this and I can't stop thinking about it — does the fact that Tom pointed at the defendant, does that even help show whether Tom actually identified the suspect at the scene of the crime? I'm so confused and I just need to know if that matters or not. Is there hearsay?
A:"
